no,provinsi,kab,kecamatan,desa,nik,nama,penghasilan_bulan,jumlah_tanggung_jawab,umur,ibu_hamil,lanjut_usia,disabilitas,jumlah_motor,jumlah_mobil,bpnt,bst,pkh
304,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.64002E+15,Benjie Abrahim,500000,1,36,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
305,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.64807E+15,Monro Spargo,1000000,8,54,YA,TIDAK,TIDAK,4,1,YA,YA,YA
306,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.6071E+15,Cymbre Denkin,4000000,6,67,TIDAK,YA,TIDAK,2,1,YA,YA,YA
307,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.65703E+15,Yancey Chaddock,1000000,9,47,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
308,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.61802E+15,Chris Torel,1000000,7,41,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
309,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.64811E+15,Stern Chrystal,1000000,1,73,TIDAK,YA,YA,5,0,YA,YA,YA
310,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.63009E+15,Vidovik Bigland,1000000,9,38,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
311,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.63707E+15,Nico Pilcher,3500000,3,58,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
312,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.69507E+15,Miner Deave,500000,1,56,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
313,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.67111E+15,Aluin Draper,1000000,6,70,TIDAK,YA,TIDAK,3,1,YA,YA,YA
314,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.63611E+15,Morgan Ryce,3000000,1,27,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
315,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.61401E+15,Layney Mityashev,1500000,5,67,TIDAK,YA,TIDAK,6,2,YA,YA,YA
316,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.69808E+15,Halette Calway,1500000,7,34,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
317,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.68701E+15,Emile Ketchen,1500000,8,74,TIDAK,YA,TIDAK,3,0,YA,YA,YA
318,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.63007E+15,Sancho Raselles,1000000,7,25,TIDAK,TIDAK,YA,6,2,YA,YA,YA
319,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.60609E+15,Stearne Stook,1000000,3,32,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
320,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.69005E+15,Savina Rugieri,5000000,4,62,TIDAK,YA,TIDAK,6,2,YA,YA,YA
321,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.66202E+15,Theo Yukhnev,500000,9,68,TIDAK,YA,TIDAK,3,2,YA,YA,YA
322,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.63701E+15,Weber Tombleson,1000000,8,41,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
323,JAWA BARAT,BANDUNG,BUAHBATU,MARGASARI,1.63802E+15,Alika Postan,3500000,9,71,TIDAK,YA,TIDAK,4,1,YA,YA,YA
324,JAWA BARAT,BANDUNG,BUAHBATU,NEGLASARI,1.62009E+15,Annis Gatesman,3500000,1,66,TIDAK,YA,TIDAK,0,2,YA,YA,YA
325,JAWA BARAT,BANDUNG,BUAHBATU,NEGLASARI,1.63909E+15,Ruddie Eastop,1000000,4,46,TIDAK,TIDAK,YA,3,1,YA,YA,YA
326,JAWA BARAT,BANDUNG,BUAHBATU,NEGLASARI,1.62503E+15,Jodi Kynman,1000000,1,32,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
327,JAWA BARAT,BANDUNG,BUAHBATU,NEGLASARI,1.6801E+15,Minette Yarnold,1000000,4,75,TIDAK,YA,TIDAK,2,1,YA,YA,YA
328,JAWA BARAT,BANDUNG,BUAHBATU,NEGLASARI,1.63604E+15,Clayborne Coffee,3500000,2,41,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
329,JAWA BARAT,BANDUNG,BUAHBATU,NEGLASARI,1.61312E+15,Daryl Gregson,500000,3,58,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
330,JAWA BARAT,BANDUNG,BUAHBATU,NEGLASARI,1.64208E+15,Winnifred Bridgwood,500000,6,59,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
331,JAWA BARAT,BANDUNG,BUAHBATU,NEGLASARI,1.6681E+15,Bertrando Margett,4000000,9,45,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
332,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.69406E+15,Wilfred Temby,1500000,4,43,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
333,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.63503E+15,Lesley Manwell,1000000,9,35,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
334,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.6111E+15,Dennis Duhig,5000000,4,36,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
335,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.64807E+15,Sigfried MacKinnon,1000000,8,79,TIDAK,YA,TIDAK,1,1,YA,YA,YA
336,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.62706E+15,Georgina Message,500000,3,62,TIDAK,YA,TIDAK,0,1,YA,YA,YA
337,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.68803E+15,Phelia McNelis,1500000,7,68,YA,YA,TIDAK,0,0,YA,YA,YA
338,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.69505E+15,Dot Strother,1000000,8,43,YA,TIDAK,TIDAK,0,2,YA,YA,YA
339,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.62604E+15,Aleece Gladbeck,1000000,4,61,TIDAK,YA,TIDAK,2,0,YA,YA,YA
340,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.64608E+15,Andie Mauditt,3000000,6,59,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
341,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.63407E+15,Fredek Morritt,1000000,2,76,TIDAK,YA,TIDAK,5,2,YA,YA,YA
342,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.6271E+15,Katherine Scyner,1500000,7,42,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
343,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.6001E+15,Charlene Diamond,1000000,3,27,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
344,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.67906E+15,Carlie Grishenkov,2500000,8,67,TIDAK,YA,TIDAK,6,0,YA,YA,YA
345,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.63309E+15,Cassandre Corcoran,1000000,3,60,TIDAK,TIDAK,YA,5,0,YA,YA,YA
346,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.61108E+15,Cory Haseldine,5000000,2,67,TIDAK,YA,TIDAK,3,0,YA,YA,YA
347,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.66503E+15,Mahmud Blazhevich,500000,6,26,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
348,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.61006E+15,Lyle Rea,1000000,5,29,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
349,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.63308E+15,Henri Morrall,3000000,6,72,TIDAK,YA,TIDAK,0,2,YA,YA,YA
350,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.67608E+15,Lonna Dignon,500000,7,58,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
351,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.67806E+15,Eugene Coale,500000,8,52,YA,TIDAK,TIDAK,3,0,YA,YA,YA
352,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.68408E+15,Mavis Yacobsohn,500000,8,72,TIDAK,YA,TIDAK,2,2,YA,YA,YA
353,JAWA BARAT,BANDUNG,CIDADAP,HEGARMANAH,1.60708E+15,Nilson Priel,3500000,6,38,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
354,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.69808E+15,Neall Jeffray,1000000,3,36,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
355,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.69203E+15,Lazare Braddock,3500000,1,33,YA,TIDAK,TIDAK,6,0,YA,YA,YA
356,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.68204E+15,Bay Bottoms,4000000,8,40,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
357,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.69801E+15,Hieronymus D'Agostini,500000,9,77,TIDAK,YA,TIDAK,3,1,YA,YA,YA
358,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.69806E+15,Rhys Whiffin,1000000,8,67,TIDAK,YA,TIDAK,1,2,YA,YA,YA
359,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.68801E+15,Lewiss Garling,3000000,9,77,TIDAK,YA,TIDAK,2,0,YA,YA,YA
360,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.69107E+15,Solomon McGuckin,1000000,8,54,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
361,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.68107E+15,Stu Machon,3500000,1,42,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
362,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.60709E+15,Isaac Gyngell,4000000,3,71,TIDAK,YA,TIDAK,3,2,YA,YA,YA
363,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.68906E+15,Maritsa Traynor,1000000,8,66,TIDAK,YA,YA,5,1,YA,YA,YA
364,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.62411E+15,Sollie Codrington,1000000,3,78,TIDAK,YA,TIDAK,6,1,YA,YA,YA
365,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.65712E+15,Rycca Chessor,1000000,3,59,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
366,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.67106E+15,Hansiain Elphick,1500000,2,26,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
367,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.65609E+15,Benedick Handke,1500000,6,39,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
368,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.67703E+15,Silvan Wittleton,3500000,1,67,TIDAK,YA,TIDAK,3,0,YA,YA,YA
369,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.68708E+15,William Cogin,4000000,6,32,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
370,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.67112E+15,Darrick McGuinness,1000000,3,73,YA,YA,TIDAK,2,0,YA,YA,YA
371,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.67704E+15,Lita Stoute,4000000,2,63,TIDAK,YA,TIDAK,1,0,YA,YA,YA
372,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.6301E+15,Marleah Bartram,1000000,3,33,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
373,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.67901E+15,Britte Salliss,500000,2,42,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
374,JAWA BARAT,BANDUNG,CIDADAP,LEDENG,1.66504E+15,Eran Carlino,4000000,8,53,TIDAK,TIDAK,YA,4,0,YA,YA,YA
375,JAWA BARAT,BANDUNG,CIBIRU,CIPADUNG,1.63609E+15,Boonie Anfusso,1000000,5,64,TIDAK,YA,TIDAK,3,2,YA,YA,YA
376,JAWA BARAT,BANDUNG,CIBIRU,CIPADUNG,1.63307E+15,Oren Hanington,1000000,1,78,TIDAK,YA,TIDAK,6,2,YA,YA,YA
377,JAWA BARAT,BANDUNG,CIBIRU,CIPADUNG,1.6531E+15,Pansy Eaglesham,2500000,9,73,TIDAK,YA,TIDAK,1,0,YA,YA,YA
378,JAWA BARAT,BANDUNG,CIBIRU,CIPADUNG,1.65701E+15,Susannah McColl,1000000,9,80,TIDAK,YA,TIDAK,3,2,YA,YA,YA
379,JAWA BARAT,BANDUNG,CIBIRU,CIPADUNG,1.63512E+15,Alika Gianulli,1000000,6,63,TIDAK,YA,TIDAK,4,2,YA,YA,YA
380,JAWA BARAT,BANDUNG,CIBIRU,CIPADUNG,1.68101E+15,Cari Kennealy,1000000,2,47,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
381,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.6941E+15,Glad Blondelle,1000000,9,51,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
382,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.6991E+15,Adair Chritchlow,1500000,4,54,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
383,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.6271E+15,Darren Duthy,1000000,8,30,TIDAK,TIDAK,YA,4,2,YA,YA,YA
384,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.66111E+15,Grissel Sturgis,500000,7,75,YA,YA,TIDAK,1,2,YA,YA,YA
385,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.6491E+15,Elisabeth Bea,500000,2,31,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
386,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.61912E+15,Ike Edmands,2500000,5,63,TIDAK,YA,TIDAK,6,1,YA,YA,YA
387,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.66603E+15,Ginnifer Waszkiewicz,1500000,1,24,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
388,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.62301E+15,Berta Rennocks,1000000,6,45,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
389,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.6441E+15,Henrietta Galliford,3500000,8,52,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
390,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.64702E+15,Lauren Cornfield,1500000,4,28,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
391,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.63806E+15,Farrell Symcox,3500000,5,35,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
392,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.69511E+15,Ivette Rowsel,1500000,1,35,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
393,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.60904E+15,Janine Kubczak,4000000,2,76,TIDAK,YA,YA,1,1,YA,YA,YA
394,JAWA BARAT,TASIKMALAYA,BANGURSARI,BANTARSARI,1.6051E+15,Miltie McAughtry,1000000,8,76,TIDAK,YA,TIDAK,6,2,YA,YA,YA
395,JAWA BARAT,TASIKMALAYA,BANGURSARI,BUNGURSARI,1.67902E+15,Lombard Merrisson,1000000,6,24,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
396,JAWA BARAT,TASIKMALAYA,BANGURSARI,BUNGURSARI,1.66507E+15,Maury Caron,1500000,6,29,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
397,JAWA BARAT,TASIKMALAYA,BANGURSARI,BUNGURSARI,1.64112E+15,Fletcher Yoakley,1500000,6,80,TIDAK,YA,TIDAK,3,2,YA,YA,YA
398,JAWA BARAT,TASIKMALAYA,BANGURSARI,BUNGURSARI,1.62204E+15,Minerva Meader,1000000,2,66,TIDAK,YA,TIDAK,0,0,YA,YA,YA
399,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.64101E+15,Olly Samways,3000000,6,35,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
400,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.63208E+15,Mag Bertelet,1000000,7,45,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
401,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.61203E+15,Baillie Mixter,4000000,2,73,TIDAK,YA,TIDAK,1,2,YA,YA,YA
402,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.63504E+15,Olympie Ramsbotham,1500000,3,43,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
403,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.60007E+15,Von Alleyn,1500000,4,28,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
404,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.68307E+15,Barbabas Row,3000000,7,43,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
405,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.62105E+15,Concettina Caso,500000,4,30,TIDAK,TIDAK,YA,2,2,YA,YA,YA
406,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.62512E+15,Cherlyn Schohier,3500000,8,52,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
407,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.65502E+15,Alvis Alman,500000,4,66,TIDAK,YA,TIDAK,0,2,YA,YA,YA
408,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.62108E+15,Marrissa Verillo,3000000,5,64,TIDAK,YA,TIDAK,4,1,YA,YA,YA
409,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.60409E+15,Dalli Dossit,1000000,3,24,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
410,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.60403E+15,Skipper Colvine,1000000,5,39,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
411,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.61205E+15,Nettie Soffe,4000000,2,62,TIDAK,YA,TIDAK,1,0,YA,YA,YA
412,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.66602E+15,Cary Streetfield,1000000,6,44,YA,TIDAK,TIDAK,0,0,YA,YA,YA
413,JAWA BARAT,TASIKMALAYA,CIBEURUM,CIHERANG,1.62811E+15,Saunder Snibson,1000000,5,49,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
414,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.61005E+15,Emmanuel Benduhn,1500000,4,49,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
415,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.61312E+15,Alfy Northey,1000000,2,66,TIDAK,YA,TIDAK,3,2,YA,YA,YA
416,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.63305E+15,Beauregard Walewski,1000000,3,61,TIDAK,YA,TIDAK,3,0,YA,YA,YA
417,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.63708E+15,Ninetta Eymer,500000,4,60,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
418,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.63301E+15,Yorke Rothery,2500000,6,37,TIDAK,TIDAK,YA,1,0,YA,YA,YA
419,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.67007E+15,Gayelord Caird,1000000,3,79,TIDAK,YA,TIDAK,0,0,YA,YA,YA
420,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.62504E+15,Micheal Mendoza,1500000,1,48,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
421,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.69703E+15,Mellisent Dunton,1000000,3,53,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
422,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.67605E+15,Sargent Tearney,2500000,4,24,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
423,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.69309E+15,Darby Scriver,3500000,7,32,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
424,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.69604E+15,Mano Piburn,1000000,3,40,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
425,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.69806E+15,Carlen Blakeley,1000000,5,54,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
426,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.63405E+15,Karry De Ruel,3500000,9,45,TIDAK,TIDAK,YA,6,1,YA,YA,YA
427,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.60504E+15,Bordy Sunley,1000000,3,63,TIDAK,YA,TIDAK,0,2,YA,YA,YA
428,JAWA BARAT,TASIKMALAYA,CIBEURUM,KERSANEGARA,1.62903E+15,Devonne Mabone,1000000,8,30,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
429,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.62604E+15,Corinna Portt,1000000,4,61,TIDAK,YA,TIDAK,2,1,YA,YA,YA
430,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.65801E+15,Selene Nursey,500000,8,51,YA,TIDAK,TIDAK,3,2,YA,YA,YA
431,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.67408E+15,Dacia Lewson,1000000,4,76,TIDAK,YA,TIDAK,4,2,YA,YA,YA
432,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.65806E+15,Terrell Waller-Bridge,500000,8,74,TIDAK,YA,TIDAK,5,2,YA,YA,YA
433,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.61612E+15,Waite Astle,1000000,9,72,TIDAK,YA,TIDAK,2,1,YA,YA,YA
434,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.61811E+15,Skippie Pawnsford,3000000,6,51,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
435,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.69711E+15,Baryram Pinching,1000000,2,32,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
436,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.60111E+15,Pascale Wyllie,1000000,2,41,TIDAK,TIDAK,YA,1,0,YA,YA,YA
437,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.62002E+15,Joletta Genery,500000,7,73,TIDAK,YA,TIDAK,1,1,YA,YA,YA
438,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.66709E+15,Tomkin Trudgian,3000000,8,51,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
439,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.61502E+15,Gonzalo Bailey,1000000,4,27,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
440,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.66702E+15,Gracia Clucas,1000000,1,78,TIDAK,YA,TIDAK,1,2,YA,YA,YA
441,JAWA BARAT,TASIKMALAYA,CIBEURUM,KOTABARU,1.65712E+15,Ware Braidman,1000000,5,34,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
442,JAWA BARAT,TASIKMALAYA,CIBEURUM,SETIARATU,1.64101E+15,Julianna Fishbourne,3000000,7,23,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
443,JAWA BARAT,TASIKMALAYA,CIBEURUM,SETIARATU,1.64101E+15,Lucille Culleton,1000000,2,29,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
444,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.61907E+15,Sal Fransson,2500000,3,71,TIDAK,YA,TIDAK,2,0,YA,YA,YA
445,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.64006E+15,Windham Voyce,500000,1,68,TIDAK,YA,YA,1,2,YA,YA,YA
446,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.69007E+15,Rebekkah Matveichev,3500000,5,53,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
447,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.64902E+15,Demetris Shreeves,3500000,7,75,TIDAK,YA,TIDAK,5,1,YA,YA,YA
448,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.67305E+15,Natalee Woolston,1500000,2,23,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
449,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.6871E+15,Cole McQuirk,500000,1,58,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
450,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.67701E+15,Jeramey Cato,1000000,7,51,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
451,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.61911E+15,Arty Habbijam,500000,7,23,YA,TIDAK,TIDAK,0,2,YA,YA,YA
452,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.69712E+15,Fran Inglefield,1000000,8,48,TIDAK,TIDAK,YA,2,0,YA,YA,YA
453,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.65003E+15,Carina Whitta,3500000,4,44,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
454,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.67604E+15,Vanny Caseri,3500000,2,69,TIDAK,YA,TIDAK,3,1,YA,YA,YA
455,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.63708E+15,Arther Micklewright,1000000,2,77,TIDAK,YA,TIDAK,2,0,YA,YA,YA
456,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.68002E+15,Cindi Titt,1000000,2,42,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
457,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.68306E+15,Etienne Oats,1000000,1,69,TIDAK,YA,TIDAK,0,2,YA,YA,YA
