provinsi,kabkota,kecamatan,desa,nik,nama,penghasilan,jmltj,umur,ibuhamil,lansia,disable,jmlmtr,jmlmob,bpnt,bst,pkh,layak
JAWA TENGAH,BLORA,JAPAH,BOGEM,8.12398E+12,Anom Gunarto ,2000000,6,47,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JATI,DOPLANG,8.12398E+12,Jasmin Farida ,2000000,5,25,TIDAK,TIDAK,TIDAK,4,0,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,JEPON,BLUNGUN,8.12398E+12,Dalima Fujiati ,2500000,2,59,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JIPON,SEMANGGI,8.12398E+12,Wulan Oktaviani ,500000,4,31,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Prabawa Saragih ,2000000,6,35,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,KRADENAN,NGLEBAK,8.12398E+12,Calista Novitasari ,500000,2,37,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Umi Yolanda ,2500000,0,61,TIDAK,YA,TIDAK,3,1,YA,YA,TIDAK,TIDAK
JAWA TENGAH,BLORA,BANJAREJO,BALUROTO,8.12398E+12,Azalea Wahyuni ,3000000,0,21,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,BLORA,JEPANGREJO,8.12398E+12,Gantar Budiyanto ,3000000,0,52,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,BOGOREJO,BOGOREJO,8.12398E+12,Ismail Latupono ,2000000,0,73,TIDAK,YA,TIDAK,0,1,YA,YA,TIDAK,YA
JAWA TENGAH,BLORA,CEPU,BALUN,8.12398E+12,Edi Firgantoro ,500000,1,45,YA,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JAPAH,BEGANJING,8.12398E+12,Salwa Melani ,500000,2,30,TIDAK,TIDAK,TIDAK,0,1,YA,YA,TIDAK,YA
JAWA TENGAH,BLORA,JATI,BANGKLEYAN,8.12398E+12,Puput Zulaika ,3000000,6,25,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JEPON,SEMANGGI,8.12398E+12,Harsaya Firmansyah ,1000000,0,23,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JIPON,BLUNGUN,8.12398E+12,Reksa Najmudin ,500000,2,55,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Legawa Wahyudin ,2500000,5,24,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,KRADENAN,GETAS,8.12398E+12,Gading Budiman ,1500000,1,61,TIDAK,YA,TIDAK,0,0,YA,YA,TIDAK,YA
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Reksa Hakim ,500000,7,25,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,BANJAREJO,KLOPODUWUR,8.12398E+12,Vivi Novitasari ,4000000,5,39,TIDAK,TIDAK,TIDAK,0,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,BLORA,KAMOLAN,8.12398E+12,Devi Kusmawati ,4000000,5,69,TIDAK,YA,TIDAK,0,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,BOGOREJO,GANDU,8.12398E+12,Aris Rajasa ,2000000,0,60,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,CEPU,KARANGBOYO,8.12398E+12,Yani Yulianti ,500000,4,60,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JAPAH,BOGEM,8.12398E+12,Jaya Permadi ,500000,1,63,TIDAK,YA,YA,0,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,JATI,DOPLANG,8.12398E+12,Rafid Narpati ,4000000,4,68,TIDAK,YA,TIDAK,1,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JEPON,BLUNGUN,8.12398E+12,Agus Setiawan ,3200000,3,66,TIDAK,YA,TIDAK,2,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JIPON,SEMANGGI,8.12398E+12,Elvina Padmasari ,1000000,6,28,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Darimin Tarihoran ,500000,1,42,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KRADENAN,NGLEBAK,8.12398E+12,Darman Mandala ,2000000,6,64,TIDAK,YA,TIDAK,2,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Asirwanda Mustofa ,1000000,4,45,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,BANJAREJO,SEMBONGIN,8.12398E+12,Jindra Ardianto ,3200000,1,34,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,BLORA,ANDONGREJO,8.12398E+12,Cindy Nasyiah ,2000000,3,29,TIDAK,TIDAK,YA,3,1,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,BOGOREJO,GAYAM,8.12398E+12,Genta Safitri ,2300000,7,45,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,CEPU,NGLANJUK,8.12398E+12,Maya Hariyah ,500000,5,74,YA,YA,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JAPAH,BEGANJING,8.12398E+12,Budi Simanjuntak ,1000000,3,54,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JATI,BANGKLEYAN,8.12398E+12,Indah Hastuti ,3000000,0,54,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JEPON,SEMANGGI,8.12398E+12,Sakura Winarsih ,3000000,6,42,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JIPON,BLUNGUN,8.12398E+12,Purwadi Wibowo ,2000000,4,51,YA,TIDAK,TIDAK,1,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Farhunnisa Uyainah ,500000,3,49,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,KRADENAN,GETAS,8.12398E+12,Luis Hakim ,3200000,1,57,TIDAK,TIDAK,YA,4,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Sabrina Namaga ,500000,0,66,TIDAK,YA,TIDAK,2,0,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BLORA,BANJAREJO,BALONGSARI,8.12398E+12,Tina Pratiwi ,1200000,4,60,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,BLORA,JEJERUK,8.12398E+12,Prayogo Nugroho ,500000,0,55,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,BOGOREJO,BOGOREJO,8.12398E+12,Rendy Simanjuntak ,2500000,1,52,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,CEPU,KENTONG,8.12398E+12,Zaenab Kusmawati ,4000000,0,47,YA,TIDAK,TIDAK,4,0,YA,YA,TIDAK,TIDAK
JAWA TENGAH,BLORA,JAPAH,BOGEM,8.12398E+12,Yono Mahendra ,1500000,4,57,TIDAK,TIDAK,YA,3,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JATI,DOPLANG,8.12398E+12,Jatmiko Budiyanto ,2500000,6,64,TIDAK,YA,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,JEPON,BLUNGUN,8.12398E+12,Ella Mulyani ,4000000,4,60,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JIPON,SEMANGGI,8.12398E+12,Padmi Riyanti ,1500000,1,45,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Ina Hariyah ,2300000,4,26,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KRADENAN,NGLEBAK,8.12398E+12,Uchita Mulyani ,2300000,4,61,YA,YA,TIDAK,5,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Sarah Lestari ,1500000,4,68,TIDAK,YA,TIDAK,5,0,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,BANJAREJO,WONOSEMI,8.12398E+12,Jindra Simanjuntak ,2000000,1,48,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,BLORA,JEPANGREJO,8.12398E+12,Jabal Hidayanto ,4000000,3,26,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,BOGOREJO,GANDU,8.12398E+12,Kala Irawan ,1000000,4,48,YA,TIDAK,TIDAK,3,1,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,CEPU,BALUN,8.12398E+12,Maryanto Samosir ,500000,6,57,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,JAPAH,BEGANJING,8.12398E+12,Dartono Iswahyudi ,3200000,2,22,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,JATI,BANGKLEYAN,8.12398E+12,Martaka Manullang ,2300000,6,34,YA,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JEPON,SEMANGGI,8.12398E+12,Malika Padmasari ,3200000,5,52,YA,TIDAK,TIDAK,4,2,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BLORA,JIPON,BLUNGUN,8.12398E+12,Humaira Safitri ,2500000,0,64,TIDAK,YA,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Lintang Rahimah ,500000,1,60,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,KRADENAN,GETAS,8.12398E+12,Eka Firmansyah ,1500000,3,36,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Erik Megantara ,1000000,4,44,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,BANJAREJO,BALONGREJO,8.12398E+12,Kariman Firgantoro ,2300000,3,32,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,BLORA,KAMOLAN,8.12398E+12,Muhammad Hidayat ,500000,4,57,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,BOGOREJO,GAYAM,8.12398E+12,Yosef Dabukke ,3000000,3,46,YA,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,CEPU,KARANGBOYO,8.12398E+12,Rahmi Permata ,1500000,1,46,TIDAK,TIDAK,TIDAK,0,1,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BLORA,JAPAH,BOGEM,8.12398E+12,Cornelia Riyanti ,500000,5,49,TIDAK,TIDAK,YA,4,1,YA,YA,TIDAK,TIDAK
JAWA TENGAH,BLORA,JATI,DOPLANG,8.12398E+12,Lili Nasyidah ,2500000,6,23,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JEPON,BLUNGUN,8.12398E+12,Kemba Permadi ,1200000,1,44,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JIPON,SEMANGGI,8.12398E+12,Cahyo Iswahyudi ,3000000,6,48,TIDAK,TIDAK,TIDAK,0,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Karimah Uyainah ,2000000,4,38,YA,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KRADENAN,NGLEBAK,8.12398E+12,Mahfud Hutasoit ,1000000,4,71,YA,YA,TIDAK,5,2,YA,YA,TIDAK,TIDAK
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Janet Oktaviani ,500000,5,56,TIDAK,TIDAK,TIDAK,0,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,BANJAREJO,BALUROTO,8.12398E+12,Catur Rajata ,4000000,6,72,TIDAK,YA,TIDAK,5,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,BLORA,ANDONGREJO,8.12398E+12,Hafshah Handayani ,2500000,1,48,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,BOGOREJO,BOGOREJO,8.12398E+12,Ivan Sihotang ,1200000,7,48,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,CEPU,NGLANJUK,8.12398E+12,Najwa Hastuti ,2000000,1,36,TIDAK,TIDAK,TIDAK,0,0,TIDAK,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,JAPAH,BEGANJING,8.12398E+12,Mila Yolanda ,1100000,6,62,TIDAK,YA,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JATI,BANGKLEYAN,8.12398E+12,Salwa Puspasari ,1200000,5,51,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JEPON,SEMANGGI,8.12398E+12,Unjani Pudjiastuti ,2000000,4,60,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JIPON,BLUNGUN,8.12398E+12,Hamima Nasyidah ,2500000,1,73,TIDAK,YA,YA,1,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Dalima Palastri ,1000000,1,31,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,KRADENAN,GETAS,8.12398E+12,Melinda Sudiati ,1100000,4,74,TIDAK,YA,YA,4,2,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Fitriani Prastuti ,3000000,4,24,TIDAK,TIDAK,TIDAK,3,0,YA,YA,TIDAK,YA
JAWA TENGAH,BLORA,BANJAREJO,KLOPODUWUR,8.12398E+12,Septi Suryatmi ,2300000,6,56,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,BLORA,JEJERUK,8.12398E+12,Olivia Oktaviani ,2000000,3,32,TIDAK,TIDAK,TIDAK,0,2,YA,YA,TIDAK,YA
JAWA TENGAH,BLORA,BOGOREJO,GANDU,8.12398E+12,Ibrahim Nababan ,500000,6,56,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,CEPU,KENTONG,8.12398E+12,Icha Wijayanti ,500000,4,41,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JAPAH,BOGEM,8.12398E+12,Fitriani Kuswandari ,4000000,3,41,TIDAK,TIDAK,TIDAK,3,1,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,JATI,DOPLANG,8.12398E+12,Umi Mandasari ,2000000,0,22,TIDAK,TIDAK,TIDAK,1,0,YA,YA,TIDAK,YA
JAWA TENGAH,BLORA,JEPON,BLUNGUN,8.12398E+12,Pia Laksita ,1100000,5,54,YA,TIDAK,TIDAK,1,0,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JIPON,SEMANGGI,8.12398E+12,Tasdik Waluyo ,1000000,6,64,TIDAK,YA,TIDAK,1,2,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Akarsana Firgantoro ,2300000,7,30,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,KRADENAN,NGLEBAK,8.12398E+12,Erik Prakasa ,3200000,5,57,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Mulyanto Siregar ,2000000,4,27,YA,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,BANJAREJO,SEMBONGIN,8.12398E+12,Bagus Pranowo ,2000000,0,23,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,BLORA,JEPANGREJO,8.12398E+12,Mila Winarsih ,1100000,1,40,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,BOGOREJO,GAYAM,8.12398E+12,Bancar Najmudin ,2000000,4,58,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,CEPU,BALUN,8.12398E+12,Warta Santoso ,1200000,7,67,TIDAK,YA,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,JAPAH,BEGANJING,8.12398E+12,Rina Anggraini ,500000,1,34,TIDAK,TIDAK,YA,0,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,JATI,BANGKLEYAN,8.12398E+12,Siti Usada ,1200000,6,50,TIDAK,TIDAK,TIDAK,4,1,TIDAK,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,JEPON,SEMANGGI,8.12398E+12,Bakijan Rajasa ,1500000,1,47,YA,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JIPON,BLUNGUN,8.12398E+12,Karen Yulianti ,2000000,2,74,YA,YA,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Gilang Najmudin ,1200000,6,31,YA,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,KRADENAN,GETAS,8.12398E+12,Zulfa Laksita ,2500000,5,28,TIDAK,TIDAK,YA,4,2,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Calista Padmasari ,2500000,1,60,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,BANJAREJO,BALONGSARI,8.12398E+12,Karma Tampubolon ,2000000,3,36,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,BLORA,KAMOLAN,8.12398E+12,Azalea Rahimah ,2000000,4,61,YA,YA,TIDAK,5,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,BOGOREJO,BOGOREJO,8.12398E+12,Betania Purwanti ,1500000,5,62,YA,YA,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,CEPU,KARANGBOYO,8.12398E+12,Satya Kuswoyo ,500000,4,51,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JAPAH,BOGEM,8.12398E+12,Zizi Nurdiyanti ,1200000,3,51,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JATI,DOPLANG,8.12398E+12,Sabar Iswahyudi ,500000,0,25,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JEPON,BLUNGUN,8.12398E+12,Hamima Mardhiyah ,3000000,5,25,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,JIPON,SEMANGGI,8.12398E+12,Aisyah Usada ,2000000,6,43,YA,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Raisa Fujiati ,2500000,4,50,YA,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KRADENAN,NGLEBAK,8.12398E+12,Asirwanda Nugroho ,2300000,2,38,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Betania Usada ,2300000,3,56,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,BANJAREJO,WONOSEMI,8.12398E+12,Ida Susanti ,2000000,6,64,TIDAK,YA,TIDAK,1,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,BLORA,ANDONGREJO,8.12398E+12,Vivi Nuraini ,1200000,5,66,TIDAK,YA,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,BOGOREJO,GANDU,8.12398E+12,Rahmi Puspasari ,3000000,3,52,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,CEPU,NGLANJUK,8.12398E+12,Bahuwarna Putra ,1200000,3,25,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JAPAH,BEGANJING,8.12398E+12,Caraka Iswahyudi ,2500000,5,40,TIDAK,TIDAK,TIDAK,0,1,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,JATI,BANGKLEYAN,8.12398E+12,Kasim Budiyanto ,4000000,3,37,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,JEPON,SEMANGGI,8.12398E+12,Umar Prasetyo ,500000,6,63,TIDAK,YA,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,JIPON,BLUNGUN,8.12398E+12,Kania Mardhiyah ,1000000,6,27,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,KEDUNGTUBAN,KEDUNGTUBAN,8.12398E+12,Natalia Permata ,2500000,0,52,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,KRADENAN,GETAS,8.12398E+12,Winda Nasyidah ,3000000,5,64,TIDAK,YA,TIDAK,2,2,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BLORA,KUNDURAN,KUNDURAN,8.12398E+12,Dimaz Manullang ,1000000,4,46,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,BANJAREJO,BALONGREJO,8.12398E+12,Jamalia Hassanah ,2300000,3,41,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,BLORA,JEJERUK,8.12398E+12,Harjo Marbun ,500000,2,34,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BLORA,BOGOREJO,GAYAM,8.12398E+12,Raisa Yuliarti ,2500000,1,56,TIDAK,TIDAK,YA,0,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BLORA,CEPU,KENTONG,8.12398E+12,Dina Laksmiwati ,2500000,5,30,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BLORA,JAPAH,BOGEM,8.12398E+12,Kania Puspasari ,500000,3,64,TIDAK,YA,TIDAK,3,0,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BLORA,JATI,DOPLANG,8.12398E+12,Tomi Megantara ,3000000,4,25,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BLORA,JEPON,BLUNGUN,8.12398E+12,Maimunah Utami ,500000,0,57,YA,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TENGAH,BLORA,BANJAREJO,BALUROTO,8.12398E+12,Clara Farida ,4000000,5,27,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,AMPEL,SEBOTO,8.12398E+12,Calista Padmasari ,1200000,4,45,TIDAK,TIDAK,YA,4,0,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,ANDONG,Andong,8.12398E+12,Baktianto Waskita ,2000000,4,35,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,TIDAK
JAWA TENGAH,BOYOLALI,BANYUDONO,BANGAK,8.12398E+12,Dinda Purwanti ,2000000,4,58,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,BOYOLALI,BANARAN,8.12398E+12,Kartika Agustina ,2000000,3,30,TIDAK,TIDAK,TIDAK,1,1,YA,YA,TIDAK,YA
JAWA TENGAH,BOYOLALI,CEPOGO,DUSUN I,8.12398E+12,Asmianto Wasita ,1000000,1,34,TIDAK,TIDAK,YA,4,2,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,GLADAGSARI,CANDISARI,8.12398E+12,Mulyono Firmansyah ,2500000,1,37,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA TENGAH,BOYOLALI,JUWANGI,PILANGREJO,8.12398E+12,Yunita Wijayanti ,3200000,4,32,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,KARANGGEDE,BANGKOK,8.12398E+12,Warsita Wacana ,1000000,0,24,TIDAK,TIDAK,TIDAK,3,0,YA,YA,TIDAK,TIDAK
JAWA TENGAH,BOYOLALI,KEMUSU,KEMUSU,8.12398E+12,Irma Puspasari ,1000000,2,73,TIDAK,YA,TIDAK,0,1,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,KLEGO,BADE,8.12398E+12,Nadia Handayani ,1500000,7,45,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,TIDAK
JAWA TENGAH,BOYOLALI,MOJOSONGO,JURUG,8.12398E+12,Mutia Mayasari ,1000000,4,53,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,AMPEL,TANDUK,8.12398E+12,Purwa Hakim ,1100000,2,44,TIDAK,TIDAK,TIDAK,0,1,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BOYOLALI,ANDONG,Beji,8.12398E+12,Ani Rahimah ,1500000,1,69,TIDAK,YA,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,BANYUDONO,BANYUDONO,8.12398E+12,Nurul Usamah ,500000,5,22,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,BOYOLALI,KARANGGENENG,8.12398E+12,Caraka Ramadan ,500000,4,39,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA TENGAH,BOYOLALI,CEPOGO,DUSUN II,8.12398E+12,Gilda Lailasari ,1000000,1,74,TIDAK,YA,TIDAK,3,2,YA,YA,YA,YA
